surface,winner_rank,loser_rank
Clay,221,52
Clay,355,123
Clay,160,60
Clay,23,727
Clay,26,93
Clay,91,55
Clay,38,67
Clay,71,78
Clay,70,94
Clay,86,617
Clay,355,221
Clay,160,23
Clay,26,91
Clay,38,71
Clay,70,86
Clay,355,160
Clay,26,38
Clay,355,70
Clay,355,26
Hard,48,20
Hard,52,61
Hard,25,36
Hard,43,47
Hard,21,256
Hard,42,56
Hard,46,99
Hard,22,35
Hard,54,57
Hard,18,34
Hard,71,33
Hard,44,169
Hard,31,32
Hard,17,24
Hard,28,29
Hard,27,40
Hard,2,48
Hard,52,16
Hard,10,25
Hard,7,43
Hard,3,21
Hard,14,42
Hard,11,46
Hard,6,22
Hard,9,54
Hard,18,39
Hard,19,71
Hard,5,44
Hard,8,31
Hard,13,17
Hard,23,28
Hard,55,27
Hard,2,52
Hard,7,10
Hard,3,14
Hard,11,6
Hard,18,9
Hard,5,19
Hard,8,13
Hard,23,55
Hard,2,7
Hard,3,11
Hard,18,5
Hard,8,23
Hard,2,3
Hard,18,8
Hard,18,2
Hard,103,57
Hard,107,68
Hard,43,32
Hard,167,122
Hard,39,91
Hard,33,105
Hard,120,63
Hard,53,136
Hard,166,82
Hard,31,186
Hard,108,129
Hard,45,71
Hard,103,15
Hard,107,43
Hard,25,167
Hard,39,33
Hard,120,53
Hard,166,155
Hard,31,108
Hard,12,45
Hard,107,103
Hard,39,25
Hard,166,120
Hard,12,31
Hard,39,107
Hard,166,12
Hard,39,166
Hard,8,24
Hard,426,22
Hard,23,34
Hard,13,64
Hard,9,85
Hard,33,37
Hard,30,50
Hard,14,17
Hard,15,51
Hard,40,109
Hard,76,62
Hard,71,10
Hard,11,45
Hard,19,137
Hard,56,113
Hard,7,134
Hard,8,426
Hard,13,23
Hard,33,9
Hard,30,14
Hard,40,15
Hard,71,76
Hard,11,19
Hard,7,56
Hard,8,13
Hard,30,33
Hard,71,40
Hard,11,7
Hard,8,30
Hard,11,71
Hard,8,11
Hard,9,48
Hard,41,57
Hard,27,95
Hard,25,65
Hard,12,110
Hard,63,47
Hard,38,29
Hard,15,72
Hard,20,33
Hard,273,44
Hard,51,30
Hard,32,14
Hard,31,23
Hard,74,60
Hard,42,40
Hard,56,6
Hard,9,41
Hard,25,27
Hard,12,63
Hard,15,38
Hard,20,273
Hard,32,51
Hard,31,74
Hard,56,42
Hard,25,9
Hard,12,15
Hard,32,20
Hard,31,56
Hard,12,25
Hard,32,31
Hard,32,12
Hard,5,47
Hard,174,39
Hard,49,44
Hard,26,48
Hard,6,29
Hard,93,59
Hard,57,87
Hard,175,21
Hard,20,67
Hard,43,74
Hard,60,42
Hard,16,41
Hard,104,18
Hard,32,54
Hard,52,36
Hard,3,35
Hard,5,174
Hard,26,49
Hard,93,6
Hard,57,175
Hard,20,43
Hard,16,60
Hard,32,104
Hard,3,52
Hard,5,26
Hard,93,57
Hard,20,16
Hard,3,32
Hard,93,5
Hard,3,20
Hard,3,93
Clay,204,83
Clay,55,412
Clay,82,52
Clay,49,93
Clay,281,90
Clay,51,72
Clay,60,36
Clay,61,56
Clay,57,98
Clay,47,95
Clay,286,79
Clay,81,249
Clay,19,204
Clay,55,82
Clay,49,42
Clay,51,281
Clay,60,61
Clay,25,57
Clay,47,286
Clay,81,13
Clay,19,55
Clay,49,51
Clay,60,25
Clay,47,81
Clay,49,19
Clay,60,47
Clay,60,49
Grass,303,65
Grass,85,135
Grass,100,22
Grass,47,67
Grass,46,112
Grass,35,78
Grass,33,91
Grass,55,281
Grass,50,180
Grass,169,23
Grass,75,64
Grass,54,93
Grass,17,303
Grass,100,85
Grass,19,47
Grass,35,46
Grass,33,55
Grass,24,50
Grass,75,169
Grass,2,54
Grass,17,100
Grass,35,19
Grass,24,33
Grass,2,75
Grass,35,17
Grass,2,24
Grass,2,35
Clay,95,107
Clay,87,109
Clay,47,96
Clay,53,84
Clay,98,82
Clay,54,40
Clay,81,56
Clay,90,35
Clay,88,135
Clay,66,71
Clay,136,268
Clay,112,157
Clay,95,29
Clay,47,87
Clay,53,33
Clay,54,98
Clay,81,90
Clay,88,38
Clay,66,136
Clay,112,8
Clay,95,47
Clay,53,54
Clay,88,81
Clay,112,66
Clay,95,53
Clay,112,88
Clay,112,95
Clay,145,111
Clay,136,93
Clay,33,118
Clay,337,91
Clay,87,120
Clay,52,104
Clay,39,221
Clay,147,90
Clay,115,117
Clay,75,36
Clay,148,137
Clay,153,78
Clay,13,145
Clay,33,136
Clay,15,337
Clay,87,52
Clay,147,39
Clay,29,115
Clay,148,75
Clay,153,12
Clay,33,13
Clay,15,87
Clay,29,147
Clay,148,153
Clay,15,33
Clay,29,148
Clay,15,29
Grass,98,232
Grass,161,198
Grass,86,113
Grass,123,133
Grass,131,116
Grass,134,55
Grass,110,68
Grass,156,155
Grass,208,176
Grass,95,96
Grass,124,289
Grass,101,663
Grass,98,47
Grass,161,86
Grass,123,43
Grass,131,134
Grass,156,110
Grass,48,208
Grass,124,95
Grass,26,101
Grass,161,98
Grass,123,131
Grass,48,156
Grass,124,26
Grass,161,123
Grass,48,124
Grass,48,161
Clay,89,149
Clay,88,111
Clay,75,67
Clay,101,90
Clay,139,118
Clay,267,38
Clay,66,82
Clay,314,109
Clay,84,97
Clay,177,41
Clay,402,661
Clay,107,99
Clay,17,89
Clay,88,75
Clay,101,21
Clay,267,139
Clay,66,314
Clay,84,46
Clay,177,402
Clay,107,14
Clay,17,88
Clay,101,267
Clay,84,66
Clay,107,177
Clay,17,101
Clay,84,107
Clay,84,17
Grass,5,29
Grass,22,63
Grass,26,340
Grass,66,19
Grass,38,8
Grass,62,55
Grass,61,121
Grass,53,14
Grass,17,58
Grass,21,156
Grass,31,84
Grass,37,9
Grass,13,223
Grass,261,80
Grass,46,23
Grass,6,33
Grass,22,5
Grass,26,66
Grass,62,38
Grass,61,53
Grass,21,17
Grass,37,31
Grass,13,261
Grass,6,46
Grass,22,26
Grass,61,62
Grass,21,37
Grass,6,13
Grass,22,61
Grass,6,21
Grass,6,22
Clay,193,86
Clay,54,422
Clay,34,82
Clay,73,159
Clay,61,60
Clay,59,19
Clay,90,40
Clay,122,72
Clay,163,96
Clay,119,46
Clay,62,401
Clay,118,80
Clay,14,193
Clay,34,54
Clay,73,16
Clay,61,59
Clay,122,90
Clay,22,163
Clay,62,119
Clay,3,118
Clay,34,14
Clay,73,61
Clay,22,122
Clay,3,62
Clay,34,73
Clay,3,22
Clay,3,34
Hard,50,100
Hard,48,41
Hard,33,98
Hard,62,96
Hard,59,63
Hard,38,313
Hard,21,
Hard,46,397
Hard,64,88
Hard,90,80
Hard,43,137
Hard,65,135
Hard,12,50
Hard,48,33
Hard,62,16
Hard,38,59
Hard,21,46
Hard,64,13
Hard,43,90
Hard,65,8
Hard,12,48
Hard,38,62
Hard,21,64
Hard,43,65
Hard,12,38
Hard,21,43
Hard,21,12
Hard,58,205
Hard,119,644
Hard,820,223
Hard,225,109
Hard,41,56
Hard,50,130
Hard,106,138
Hard,75,98
Hard,90,313
Hard,69,74
Hard,77,278
Hard,111,91
Hard,200,132
Hard,100,182
Hard,73,351
Hard,96,72
Hard,9,58
Hard,32,119
Hard,21,820
Hard,225,17
Hard,11,41
Hard,50,34
Hard,106,20
Hard,8,75
Hard,19,90
Hard,69,209
Hard,77,40
Hard,10,111
Hard,200,22
Hard,100,26
Hard,45,73
Hard,7,96
Hard,9,32
Hard,225,21
Hard,50,11
Hard,8,106
Hard,19,69
Hard,10,77
Hard,200,100
Hard,45,7
Hard,9,225
Hard,8,50
Hard,19,10
Hard,45,200
Hard,8,9
Hard,45,19
Hard,8,45
Hard,32,33
Hard,54,45
Hard,46,16
Hard,30,15
Hard,244,41
Hard,34,49
Hard,87,121
Hard,175,57
Hard,19,47
Hard,60,14
Hard,180,374
Hard,65,50
Hard,31,37
Hard,26,40
Hard,17,38
Hard,20,133
Hard,36,35
Hard,25,51
Hard,44,52
Hard,71,27
Hard,23,13
Hard,22,43
Hard,24,93
Hard,29,218
Hard,32,85
Hard,46,54
Hard,30,244
Hard,11,34
Hard,87,7
Hard,19,175
Hard,60,180
Hard,65,240
Hard,31,69
Hard,17,26
Hard,36,20
Hard,8,25
Hard,44,12
Hard,23,71
Hard,24,22
Hard,2,29
Hard,46,32
Hard,11,30
Hard,19,87
Hard,60,65
Hard,31,17
Hard,8,36
Hard,23,44
Hard,2,24
Hard,11,46
Hard,19,60
Hard,31,8
Hard,23,2
Hard,11,19
Hard,23,31
Hard,11,23
Clay,76,266
Clay,38,81
Clay,32,16
Clay,11,82
Clay,30,80
Clay,40,17
Clay,29,41
Clay,47,39
Clay,20,64
Clay,10,42
Clay,51,73
Clay,26,403
Clay,19,35
Clay,45,58
Clay,14,85
Clay,48,15
Clay,27,54
Clay,52,18
Clay,78,50
Clay,22,21
Clay,12,37
Clay,88,13
Clay,59,31
Clay,104,124
Clay,2,76
Clay,38,32
Clay,30,11
Clay,8,40
Clay,5,29
Clay,20,47
Clay,10,51
Clay,6,26
Clay,19,7
Clay,14,45
Clay,27,48
Clay,52,3
Clay,9,78
Clay,12,22
Clay,59,88
Clay,1,104
Clay,2,38
Clay,8,30
Clay,5,20
Clay,10,6
Clay,19,14
Clay,27,52
Clay,9,12
Clay,59,1
Clay,2,8
Clay,5,10
Clay,27,19
Clay,9,59
Clay,5,2
Clay,9,27
Clay,5,9
Hard,29,100
Hard,45,141
Hard,15,25
Hard,105,34
Hard,79,160
Hard,21,26
Hard,17,33
Hard,39,54
Hard,180,78
Hard,9,62
Hard,51,351
Hard,52,31
Hard,4,29
Hard,45,15
Hard,5,105
Hard,79,21
Hard,17,39
Hard,8,180
Hard,9,51
Hard,3,52
Hard,4,45
Hard,5,79
Hard,17,8
Hard,3,9
Hard,5,4
Hard,17,3
Hard,17,5
Grass,236,49
Grass,60,90
Grass,30,41
Grass,78,70
Grass,45,53
Grass,27,63
Grass,52,28
Grass,38,76
Grass,95,304
Grass,65,37
Grass,47,48
Grass,75,46
Grass,16,236
Grass,60,30
Grass,21,78
Grass,27,45
Grass,52,38
Grass,31,95
Grass,47,65
Grass,4,75
Grass,16,60
Grass,27,21
Grass,52,31
Grass,4,47
Grass,16,27
Grass,4,52
Grass,4,16
Hard,4,47
Hard,26,43
Hard,39,21
Hard,20,56
Hard,73,10
Hard,78,41
Hard,27,48
Hard,19,60
Hard,13,221
Hard,50,127
Hard,24,32
Hard,8,36
Hard,17,90
Hard,54,38
Hard,42,231
Hard,1,23
Hard,4,26
Hard,39,20
Hard,73,78
Hard,19,27
Hard,13,50
Hard,8,24
Hard,17,54
Hard,1,42
Hard,4,39
Hard,19,73
Hard,8,13
Hard,1,17
Hard,19,4
Hard,1,8
Hard,1,19
Hard,107,229
Hard,169,70
Hard,77,35
Hard,204,260
Hard,81,73
Hard,72,56
Hard,38,75
Hard,146,475
Hard,88,63
Hard,90,40
Hard,209,105
Hard,67,95
Hard,107,23
Hard,169,77
Hard,29,204
Hard,72,81
Hard,38,146
Hard,88,32
Hard,209,90
Hard,67,11
Hard,169,107
Hard,29,72
Hard,38,88
Hard,209,67
Hard,169,29
Hard,38,209
Hard,38,169
Grass,62,88
Grass,94,95
Grass,82,172
Grass,76,174
Grass,77,163
Grass,59,74
Grass,65,43
Grass,993,86
Grass,150,90
Grass,81,56
Grass,83,282
Grass,61,64
Grass,10,62
Grass,94,82
Grass,28,76
Grass,59,77
Grass,65,993
Grass,24,150
Grass,83,81
Grass,7,61
Grass,10,94
Grass,28,59
Grass,24,65
Grass,7,83
Grass,28,10
Grass,24,7
Grass,28,24
Clay,55,363
Clay,20,89
Clay,21,31
Clay,34,11
Clay,53,51
Clay,30,35
Clay,73,76
Clay,62,56
Clay,14,39
Clay,28,16
Clay,52,40
Clay,23,47
Clay,42,71
Clay,37,45
Clay,10,59
Clay,24,19
Clay,46,98
Clay,44,48
Clay,386,78
Clay,68,43
Clay,13,32
Clay,17,63
Clay,36,181
Clay,29,249
Clay,2,55
Clay,20,21
Clay,34,53
Clay,9,30
Clay,4,73
Clay,14,62
Clay,28,52
Clay,7,23
Clay,8,42
Clay,10,37
Clay,24,46
Clay,3,44
Clay,6,386
Clay,13,68
Clay,17,36
Clay,29,1
Clay,2,20
Clay,34,9
Clay,4,14
Clay,7,28
Clay,8,10
Clay,24,3
Clay,6,13
Clay,17,29
Clay,2,34
Clay,7,4
Clay,24,8
Clay,17,6
Clay,2,7
Clay,17,24
Clay,17,2
Hard,74,85
Hard,108,43
Hard,63,94
Hard,57,72
Hard,51,78
Hard,39,61
Hard,40,47
Hard,77,102
Hard,38,82
Hard,95,45
Hard,54,1022
Hard,58,79
Hard,158,166
Hard,55,179
Hard,126,96
Hard,83,456
Hard,62,41
Hard,65,163
Hard,80,86
Hard,130,46
Hard,76,87
Hard,438,59
Hard,48,416
Hard,101,103
Hard,121,114
Hard,42,52
Hard,68,70
Hard,66,92
Hard,64,128
Hard,71,88
Hard,53,67
Hard,75,89
Hard,4,74
Hard,30,108
Hard,63,25
Hard,57,19
Hard,51,15
Hard,39,26
Hard,40,35
Hard,77,9
Hard,5,38
Hard,95,33
Hard,54,24
Hard,17,58
Hard,158,13
Hard,55,28
Hard,31,126
Hard,7,83
Hard,62,8
Hard,65,37
Hard,29,80
Hard,14,130
Hard,18,76
Hard,27,438
Hard,34,48
Hard,6,101
Hard,12,121
Hard,42,32
Hard,21,68
Hard,16,66
Hard,20,64
Hard,23,71
Hard,53,36
Hard,3,75
Hard,4,30
Hard,57,63
Hard,51,39
Hard,40,77
Hard,95,5
Hard,17,54
Hard,55,158
Hard,7,31
Hard,65,62
Hard,14,29
Hard,18,27
Hard,6,34
Hard,12,42
Hard,16,21
Hard,20,23
Hard,3,53
Hard,4,57
Hard,40,51
Hard,17,95
Hard,7,55
Hard,14,65
Hard,6,18
Hard,16,12
Hard,20,3
Hard,40,4
Hard,7,17
Hard,6,14
Hard,16,20
Hard,7,40
Hard,6,16
Hard,6,7
Hard,46,95
Hard,49,62
Hard,83,117
Hard,73,111
Hard,81,78
Hard,79,159
Hard,74,71
Hard,145,89
Hard,41,82
Hard,56,88
Hard,60,116
Hard,63,103
Hard,84,58
Hard,123,59
Hard,53,54
Hard,136,40
Hard,80,87
Hard,37,44
Hard,90,76
Hard,131,55
Hard,112,42
Hard,70,158
Hard,64,39
Hard,38,47
Hard,43,96
Hard,66,77
Hard,67,45
Hard,52,471
Hard,61,72
Hard,148,174
Hard,106,86
Hard,129,65
Hard,2,46
Hard,35,49
Hard,20,83
Hard,16,73
Hard,10,81
Hard,27,79
Hard,29,74
Hard,6,145
Hard,5,41
Hard,28,56
Hard,60,26
Hard,15,63
Hard,13,84
Hard,18,123
Hard,53,36
Hard,136,7
Hard,9,80
Hard,32,37
Hard,22,90
Hard,11,131
Hard,14,112
Hard,70,21
Hard,30,64
Hard,3,38
Hard,43,8
Hard,33,66
Hard,24,67
Hard,12,52
Hard,17,61
Hard,23,148
Hard,106,34
Hard,129,1
Hard,2,35
Hard,16,20
Hard,10,27
Hard,6,29
Hard,5,28
Hard,60,15
Hard,18,13
Hard,53,136
Hard,9,32
Hard,11,22
Hard,70,14
Hard,3,30
Hard,33,43
Hard,12,24
Hard,23,17
Hard,106,129
Hard,16,2
Hard,10,6
Hard,5,60
Hard,18,53
Hard,9,11
Hard,3,70
Hard,33,12
Hard,23,106
Hard,10,16
Hard,18,5
Hard,3,9
Hard,23,33
Hard,10,18
Hard,3,23
Hard,10,3
Hard,6,30
Hard,38,61
Hard,79,31
Hard,86,18
Hard,8,60
Hard,64,560
Hard,113,115
Hard,26,22
Hard,11,80
Hard,40,45
Hard,65,136
Hard,9,25
Hard,17,75
Hard,63,41
Hard,32,89
Hard,2,62
Hard,6,38
Hard,86,79
Hard,8,64
Hard,26,113
Hard,40,11
Hard,9,65
Hard,17,63
Hard,2,32
Hard,6,86
Hard,8,26
Hard,40,9
Hard,17,2
Hard,6,8
Hard,40,17
Hard,40,6
Hard,34,29
Hard,67,48
Hard,38,62
Hard,198,45
Hard,34,63
Hard,41,49
Hard,75,94
Hard,32,47
Hard,48,35
Hard,333,46
Hard,50,43
Hard,37,90
Hard,67,83
Hard,81,238
Hard,22,38
Hard,34,198
Hard,29,41
Hard,32,75
Hard,48,333
Hard,30,50
Hard,67,37
Hard,8,81
Hard,34,22
Hard,29,32
Hard,48,30
Hard,67,8
Hard,34,67
Hard,390,115
Hard,262,333
Hard,115,333
Hard,262,390
Clay,113,37
Clay,32,164
Clay,113,32
Hard,42,244
Hard,139,116
Hard,42,116
Clay,90,57
Clay,107,54
Clay,54,57
Clay,184,136
Clay,59,408
Clay,192,39
Clay,39,59
Clay,408,192
Clay,5,484
Clay,131,324
Clay,5,131
Clay,239,484
Hard,154,202
Hard,51,157
Hard,51,154
Hard,157,202
Hard,78,73
Hard,28,196
Hard,78,28
Hard,73,196
Hard,20,146
Hard,23,127
Hard,27,485
Hard,31,598
Hard,2,24
Hard,39,19
Hard,84,245
Hard,24,
Hard,37,52
Hard,2,63
Hard,92,87
Hard,63,
Hard,18,114
Hard,24,85
Hard,42,85
Hard,230,101
Hard,53,38
Hard,14,76
Hard,14,38
Hard,122,199
Clay,80,22
Clay,18,95
Clay,18,80
Clay,17,47
Clay,68,44
Clay,44,113
Clay,68,47
Hard,223,26
Hard,16,486
Hard,16,223
Hard,26,319
Hard,65,54
Hard,15,157
Hard,54,182
Hard,65,157
Hard,45,234
Hard,133,47
Hard,133,45
Hard,47,234
Hard,58,29
Hard,22,143
Hard,58,22
Hard,141,35
Hard,7,18
Hard,15,76
Hard,7,15
Hard,18,76
Clay,12,185
Clay,20,77
Clay,12,20
Clay,77,70
Hard,79,15
Hard,16,23
Hard,16,25
Hard,23,198
Clay,43,84
Clay,68,81
Clay,81,43
Clay,48,84
nan,354,1365
nan,238,1505
nan,238,1365
nan,532,
Clay,363,284
Clay,154,302
Clay,154,452
Clay,363,502
Hard,51,569
Hard,531,812
Hard,51,531
Hard,569,812
Clay,200,1577
Clay,323,241
Clay,326,1582
Clay,323,1577
Hard,262,857
Hard,448,148
Hard,262,1644
Hard,448,792
nan,217,860
nan,630,380
nan,1376,1544
nan,630,1469
Hard,130,
Hard,513,586
Hard,513,130
Hard,1476,1360
nan,171,885
nan,151,954
nan,151,885
nan,,1654
nan,408,861
nan,682,
nan,408,682
nan,,1252
nan,267,
nan,,1345
nan,267,
nan,,
Hard,60,1334
Hard,249,862
Hard,60,249
Hard,405,862
nan,89,1112
nan,,819
nan,89,1511
nan,819,745
nan,517,317
nan,288,442
nan,288,1511
nan,442,517
Hard,557,402
Hard,230,1094
Hard,230,557
nan,911,1443
nan,635,1511
nan,635,911
nan,1511,1443
Hard,702,
Hard,978,1144
Hard,702,
Hard,978,
Grass,,542
Grass,,1109
Grass,542,
Grass,,1109
Hard,,1995
Hard,,1865
Hard,,1491
Hard,1995,
nan,997,1298
nan,,773
nan,773,1298
nan,740,
nan,925,1568
nan,925,740
nan,,2031
nan,1019,730
nan,790,677
nan,677,1772
Hard,208,1644
Hard,847,
Hard,208,847
Hard,1210,
nan,509,
nan,181,743
nan,181,509
nan,,
Hard,817,
Hard,156,1398
Hard,156,817
Hard,,1095
nan,,
nan,142,
nan,142,
nan,,
Hard,733,
Hard,114,
Hard,114,733
Hard,984,
nan,753,
nan,1231,
nan,753,
nan,1259,
nan,36,284
nan,159,115
nan,159,36
nan,313,175
nan,341,129
nan,129,175
nan,341,313
Clay,90,507
Clay,37,1558
Clay,37,507
Clay,209,
Hard,212,259
Hard,82,379
Hard,82,259
Hard,418,379
Hard,48,170
Hard,73,434
Hard,48,73
nan,41,928
nan,76,75
nan,363,528
nan,192,928
Hard,263,109
Hard,172,156
Hard,172,109
nan,73,367
nan,80,139
nan,80,308
Hard,267,406
Hard,287,376
Hard,267,376
Hard,406,287
nan,244,265
nan,927,168
nan,244,452
nan,837,
nan,368,414
nan,276,417
nan,276,414
nan,368,417
Clay,78,219
Clay,191,204
Clay,204,195
Clay,191,219
nan,293,633
nan,289,844
nan,289,633
nan,508,1340
Hard,312,263
Hard,189,507
Hard,454,722
Hard,312,1772
Clay,105,193
Clay,192,470
Clay,105,192
Clay,67,272
Clay,81,232
Clay,67,428
Clay,81,516
Clay,63,112
Clay,54,91
Clay,90,45
Clay,94,75
Clay,83,96
Clay,71,40
Clay,32,65
Clay,50,95
Clay,68,51
Clay,30,126
Clay,125,86
Clay,81,
Clay,13,63
Clay,54,90
Clay,94,19
Clay,71,83
Clay,32,50
Clay,14,68
Clay,125,30
Clay,6,81
Clay,13,54
Clay,71,94
Clay,14,32
Clay,6,125
Clay,13,71
Clay,14,6
Clay,13,14
Grass,116,58
Grass,102,279
Grass,61,257
Grass,59,71
Grass,282,253
Grass,62,42
Grass,287,44
Grass,252,93
Grass,66,272
Grass,80,40
Grass,79,51
Grass,222,68
Grass,116,33
Grass,102,61
Grass,35,59
Grass,62,282
Grass,252,287
Grass,66,39
Grass,79,80
Grass,222,8
Grass,102,116
Grass,62,35
Grass,66,252
Grass,79,222
Grass,62,102
Grass,66,79
Grass,66,62
Clay,90,53
Clay,68,110
Clay,46,34
Clay,154,89
Clay,184,63
Clay,39,96
Clay,38,76
Clay,101,47
Clay,87,50
Clay,150,30
Clay,59,132
Clay,58,48
Clay,22,90
Clay,68,46
Clay,36,154
Clay,184,39
Clay,38,101
Clay,87,29
Clay,59,150
Clay,14,58
Clay,68,22
Clay,184,36
Clay,38,87
Clay,14,59
Clay,68,184
Clay,14,38
Clay,14,68
Hard,84,133
Hard,126,321
Hard,43,
Hard,78,47
Hard,58,117
Hard,46,146
Hard,66,54
Hard,113,85
Hard,63,328
Hard,59,48
Hard,94,220
Hard,72,55
Hard,84,25
Hard,43,126
Hard,78,32
Hard,58,46
Hard,113,66
Hard,63,37
Hard,94,59
Hard,72,7
Hard,43,84
Hard,78,58
Hard,113,63
Hard,72,94
Hard,78,43
Hard,113,72
Hard,78,113
Hard,155,165
Hard,93,55
Hard,96,36
Hard,98,68
Hard,102,52
Hard,61,39
Hard,31,131
Hard,65,78
Hard,114,50
Hard,122,33
Hard,51,64
Hard,79,66
Hard,17,155
Hard,93,96
Hard,98,20
Hard,61,102
Hard,31,65
Hard,26,114
Hard,122,51
Hard,10,79
Hard,17,93
Hard,98,61
Hard,26,31
Hard,122,10
Hard,17,98
Hard,26,122
Hard,17,26
Hard,347,624
Hard,165,235
Hard,38,83
Hard,154,219
Hard,87,95
Hard,126,31
Hard,454,67
Hard,115,162
Hard,127,102
Hard,42,167
Hard,117,163
Hard,168,142
Hard,24,347
Hard,165,38
Hard,28,154
Hard,87,126
Hard,454,115
Hard,127,23
Hard,42,117
Hard,14,168
Hard,24,165
Hard,87,28
Hard,454,127
Hard,14,42
Hard,24,87
Hard,454,14
Hard,24,454
Hard,92,599
Hard,75,81
Hard,59,172
Hard,406,160
Hard,89,201
Hard,29,173
Hard,37,328
Hard,57,450
Hard,267,72
Hard,36,55
Hard,225,141
Hard,87,56
Hard,11,92
Hard,59,75
Hard,16,406
Hard,29,89
Hard,37,57
Hard,13,267
Hard,36,225
Hard,87,8
Hard,11,59
Hard,16,29
Hard,13,37
Hard,87,36
Hard,11,16
Hard,13,87
Hard,13,11
Clay,64,193
Clay,66,206
Clay,242,41
Clay,172,116
Clay,113,89
Clay,133,36
Clay,33,73
Clay,52,120
Clay,426,74
Clay,86,55
Clay,107,68
Clay,287,95
Clay,23,64
Clay,66,242
Clay,28,172
Clay,113,133
Clay,52,33
Clay,31,426
Clay,86,107
Clay,21,287
Clay,66,23
Clay,28,113
Clay,31,52
Clay,21,86
Clay,28,66
Clay,21,31
Clay,21,28
Clay,92,207
Clay,59,70
Clay,49,99
Clay,91,175
Clay,88,323
Clay,84,54
Clay,38,60
Clay,42,61
Clay,153,205
Clay,40,216
Clay,69,204
Clay,58,149
Clay,8,92
Clay,49,59
Clay,46,91
Clay,84,88
Clay,38,42
Clay,153,35
Clay,40,69
Clay,6,58
Clay,8,49
Clay,46,84
Clay,38,153
Clay,6,40
Clay,8,46
Clay,6,38
Clay,8,6
Clay,310,122
Clay,144,88
Clay,641,85
Clay,564,184
Clay,116,117
Clay,137,67
Clay,103,290
Clay,97,126
Clay,101,114
Clay,106,69
Clay,179,129
Clay,156,145
Clay,30,310
Clay,144,641
Clay,46,564
Clay,137,116
Clay,103,97
Clay,100,101
Clay,179,106
Clay,156,18
Clay,30,144
Clay,46,137
Clay,100,103
Clay,156,179
Clay,46,30
Clay,156,100
Clay,156,46
Hard,88,163
Hard,86,131
Hard,61,230
Hard,495,74
Hard,83,80
Hard,107,56
Hard,53,226
Hard,98,93
Hard,77,143
Hard,40,190
Hard,118,128
Hard,76,224
Hard,12,88
Hard,61,86
Hard,495,39
Hard,107,83
Hard,53,98
Hard,77,26
Hard,40,118
Hard,4,76
Hard,12,61
Hard,107,495
Hard,53,77
Hard,40,4
Hard,12,107
Hard,53,40
Hard,12,53
Clay,8,96
Clay,97,82
Clay,51,92
Clay,52,40
Clay,138,30
Clay,123,194
Clay,45,471
Clay,25,80
Clay,50,29
Clay,73,66
Clay,94,162
Clay,24,131
Clay,132,39
Clay,208,88
Clay,85,86
Clay,76,5
Clay,8,97
Clay,51,52
Clay,123,138
Clay,25,45
Clay,50,73
Clay,24,94
Clay,208,132
Clay,85,76
Clay,8,51
Clay,25,123
Clay,24,50
Clay,208,85
Clay,8,25
Clay,24,208
Clay,8,24
Hard,107,64
Hard,54,65
Hard,67,85
Hard,58,268
Hard,122,257
Hard,45,81
Hard,96,301
Hard,61,290
Hard,56,83
Hard,86,66
Hard,57,68
Hard,70,93
Hard,114,63
Hard,116,80
Hard,82,165
Hard,84,1360
Hard,107,16
Hard,49,54
Hard,67,39
Hard,58,42
Hard,122,50
Hard,45,53
Hard,96,47
Hard,46,61
Hard,56,31
Hard,86,48
Hard,62,57
Hard,14,70
Hard,40,114
Hard,116,43
Hard,82,55
Hard,15,84
Hard,49,107
Hard,67,58
Hard,45,122
Hard,46,96
Hard,56,86
Hard,62,14
Hard,116,40
Hard,15,82
Hard,67,49
Hard,45,46
Hard,56,62
Hard,15,116
Hard,67,45
Hard,15,56
Hard,15,67
Hard,68,117
Hard,129,89
Hard,51,194
Hard,134,133
Hard,72,128
Hard,291,53
Hard,59,69
Hard,461,125
Hard,174,60
Hard,45,75
Hard,108,97
Hard,74,124
Hard,20,68
Hard,129,51
Hard,22,134
Hard,291,72
Hard,461,59
Hard,42,174
Hard,45,108
Hard,19,74
Hard,20,129
Hard,22,291
Hard,42,461
Hard,45,19
Hard,20,22
Hard,42,45
Hard,20,42
Hard,1,95
Hard,152,60
Hard,301,87
Hard,32,155
Hard,19,88
Hard,50,74
Hard,56,139
Hard,207,16
Hard,10,157
Hard,82,41
Hard,200,113
Hard,17,300
Hard,121,26
Hard,67,38
Hard,72,42
Hard,5,45
Hard,4,34
Hard,30,44
Hard,43,107
Hard,35,78
Hard,54,22
Hard,71,162
Hard,89,75
Hard,13,77
Hard,12,83
Hard,94,55
Hard,52,61
Hard,20,73
Hard,27,62
Hard,103,109
Hard,51,65
Hard,7,273
Hard,6,53
Hard,69,59
Hard,85,141
Hard,33,92
Hard,24,57
Hard,108,98
Hard,36,70
Hard,9,49
Hard,14,81
Hard,99,632
Hard,131,63
Hard,23,290
Hard,25,190
Hard,100,101
Hard,28,93
Hard,3,66
Hard,8,58
Hard,76,37
Hard,47,
Hard,48,29
Hard,21,68
Hard,194,86
Hard,102,405
Hard,11,208
Hard,15,231
Hard,105,79
Hard,90,96
Hard,18,287
Hard,31,132
Hard,46,91
Hard,117,170
Hard,2,40
Hard,1,152
Hard,32,301
Hard,50,19
Hard,56,207
Hard,10,82
Hard,17,200
Hard,121,67
