surface,winner_rank,loser_rank
Clay,67,224
Clay,95,56
Clay,112,79
Clay,71,115
Clay,372,55
Clay,126,107
Clay,73,42
Clay,241,108
Clay,224,93
Clay,67,195
Clay,95,76
Clay,79,85
Clay,112,58
Clay,71,127
Clay,115,144
Clay,372,81
Clay,126,59
Clay,107,77
Clay,73,83
Hard,6,5
Hard,6,3
Hard,5,7
Hard,1,4
Hard,1,6
Hard,7,1
Hard,6,4
Hard,7,4
Hard,6,7
Hard,3,2
Hard,5,2
Hard,2,8
Hard,5,3
Hard,3,8
Hard,8,5
Hard,4,15
Hard,4,119
Hard,15,64
Hard,4,38
Hard,119,13
Hard,15,60
Hard,64,57
Hard,4,118
Hard,38,63
Hard,13,77
Hard,119,59
Hard,60,114
Hard,15,66
Hard,57,86
Hard,64,9
Hard,118,218
Hard,63,146
Hard,38,135
Hard,77,90
Hard,119,145
Hard,59,80
Hard,60,70
Hard,114,92
Hard,66,197
Hard,57,127
Hard,86,250
Hard,64,206
Clay,48,92
Clay,92,108
Clay,48,37
Clay,108,95
Clay,92,55
Clay,48,121
Clay,37,60
Clay,108,38
Clay,95,66
Clay,55,114
Clay,92,61
Clay,121,449
Clay,48,111
Clay,60,86
Clay,37,45
Clay,108,120
Clay,95,170
Clay,66,106
Clay,114,81
Clay,92,101
Clay,61,389
Clay,121,70
Clay,449,117
Clay,111,97
Clay,60,59
Clay,86,146
Clay,37,168
Clay,18,19
Clay,19,8
Clay,18,50
Clay,8,78
Clay,19,96
Clay,18,119
Clay,50,77
Clay,8,85
Clay,78,41
Clay,19,57
Clay,96,149
Clay,119,109
Clay,18,93
Clay,50,51
Clay,77,15
Clay,85,148
Clay,78,220
Clay,41,69
Clay,57,74
Clay,96,138
Clay,149,44
Clay,109,47
Clay,119,73
Clay,93,103
Clay,51,43
Clay,50,
Clay,77,64
Grass,3,33
Grass,3,43
Grass,33,22
Grass,3,20
Grass,43,14
Grass,22,9
Grass,33,5
Grass,3,77
Grass,20,54
Grass,14,71
Grass,43,123
Grass,22,69
Grass,9,35
Grass,33,41
Grass,5,76
Grass,3,57
Grass,77,28
Grass,54,121
Grass,20,42
Grass,14,88
Grass,71,53
Grass,123,152
Grass,43,16
Grass,22,17
Grass,69,223
Grass,35,27
Grass,9,82
Grass,33,24
Grass,41,80
Grass,76,50
Grass,5,66
Hard,82,148
Hard,82,84
Hard,148,9
Hard,84,4
Hard,82,34
Hard,148,52
Hard,9,51
Hard,4,56
Hard,84,101
Hard,34,105
Hard,82,64
Hard,52,68
Hard,148,98
Hard,51,102
Hard,9,133
Hard,4,72
Hard,56,79
Hard,101,120
Hard,84,42
Hard,34,131
Hard,105,189
Hard,82,88
Hard,64,37
Hard,52,85
Hard,68,111
Hard,98,162
Hard,148,29
Hard,51,107
Hard,102,67
Hard,133,181
Hard,9,122
Hard,12,50
Hard,12,24
Hard,50,75
Hard,12,141
Hard,24,32
Hard,50,115
Hard,75,143
Hard,12,78
Hard,141,130
Hard,24,59
Hard,32,60
Hard,115,48
Hard,50,25
Hard,143,26
Hard,75,13
Hard,78,77
Hard,141,168
Hard,130,94
Hard,59,136
Hard,60,49
Hard,32,139
Hard,48,35
Hard,115,112
Hard,50,61
Hard,26,161
Hard,143,283
Hard,75,74
Hard,7,11
Hard,11,23
Hard,7,13
Hard,11,77
Hard,23,113
Hard,13,19
Hard,7,35
Hard,77,6
Hard,11,155
Hard,23,128
Hard,113,68
Hard,13,88
Hard,19,18
Hard,35,54
Hard,7,32
Hard,6,65
Hard,77,143
Hard,155,62
Hard,11,47
Hard,23,10
Hard,128,218
Hard,68,56
Hard,113,15
Hard,13,96
Hard,88,98
Hard,18,137
Hard,19,12
Hard,54,14
Hard,35,50
Hard,32,85
Hard,7,31
Hard,24,71
Hard,24,1
Hard,71,20
Hard,1,21
Hard,24,66
Hard,20,48
Hard,71,55
Hard,1,36
Hard,21,68
Hard,66,43
Hard,24,105
Hard,48,116
Hard,20,58
Hard,71,28
Hard,55,74
Hard,1,47
Hard,36,60
Hard,68,37
Hard,21,65
Hard,66,11
Hard,43,50
Hard,105,
Hard,24,54
Hard,116,22
Hard,48,42
Hard,58,249
Hard,20,134
Hard,28,109
Hard,71,34
Hard,74,59
Hard,55,8
Clay,36,208
Clay,208,32
Clay,36,125
Clay,208,105
Clay,32,60
Clay,36,87
Clay,125,152
Clay,105,9
Clay,208,58
Clay,32,114
Clay,60,142
Clay,87,209
Clay,36,76
Clay,152,290
Clay,125,14
Clay,105,92
Clay,208,197
Clay,58,112
Clay,114,384
Clay,142,453
Clay,60,79
Clay,87,40
Clay,209,109
Clay,76,78
Clay,152,61
Clay,290,161
Clay,125,81
Hard,34,60
Hard,34,129
Hard,60,35
Hard,129,251
Hard,34,213
Hard,60,74
Hard,35,50
Hard,251,12
Hard,129,83
Hard,34,90
Hard,213,75
Hard,60,43
Hard,74,29
Hard,35,124
Hard,50,27
Hard,251,94
Hard,129,123
Hard,83,37
Hard,90,155
Hard,75,64
Hard,213,97
Hard,43,184
Hard,60,59
Hard,74,46
Hard,35,52
Hard,124,63
Hard,50,126
Clay,5,14
Clay,5,2
Clay,14,7
Clay,2,51
Clay,5,28
Clay,7,104
Clay,14,81
Clay,2,155
Clay,51,8
Clay,5,57
Clay,28,46
Clay,104,48
Clay,7,31
Clay,14,61
Clay,81,43
Clay,2,63
Clay,155,32
Clay,51,22
Clay,8,36
Clay,5,25
Clay,57,30
Clay,46,29
Clay,28,13
Clay,104,276
Clay,48,20
Clay,31,72
Clay,7,58
Clay,14,83
Clay,61,27
Clay,43,37
Clay,81,3
Clay,63,80
Clay,155,96
Clay,51,92
Clay,36,82
Clay,25,70
Clay,57,107
Clay,46,79
Clay,28,50
Clay,276,76
Clay,48,47
Clay,72,97
Clay,58,59
Clay,83,45
Clay,61,71
Clay,37,93
Clay,81,110
Hard,89,154
Hard,89,9
Hard,154,49
Hard,9,60
Hard,89,102
Hard,154,111
Hard,49,143
Hard,9,87
Hard,60,166
Hard,102,37
Hard,89,106
Hard,111,92
Hard,154,34
Hard,49,79
Hard,143,29
Hard,87,130
Hard,166,121
Hard,60,152
Hard,102,123
Hard,106,82
Hard,89,48
Hard,111,76
Hard,92,118
Hard,154,
Hard,49,98
Hard,79,81
Hard,143,128
Hard,2,9
Hard,2,20
Hard,9,8
Hard,2,11
Hard,20,13
Hard,8,7
Hard,9,4
Hard,2,24
Hard,11,69
Hard,20,48
Hard,13,66
Hard,8,21
Hard,7,17
Hard,9,36
Hard,4,16
Hard,2,53
Hard,24,39
Hard,69,14
Hard,11,128
Hard,48,5
Hard,20,125
Hard,13,23
Hard,66,6
Hard,8,22
Hard,21,19
Hard,17,35
Hard,7,62
Hard,9,33
Hard,36,15
Hard,16,65
Hard,4,32
Hard,53,38
Hard,39,34
Hard,24,18
Hard,14,85
Hard,69,44
Hard,128,98
Hard,48,25
Hard,125,97
Hard,20,172
Hard,13,95
Hard,23,61
Hard,66,29
Hard,22,54
Hard,21,205
Hard,19,30
Hard,17,28
Hard,35,60
Hard,62,55
Hard,33,27
Hard,36,37
Hard,15,46
Hard,16,92
Hard,65,67
Hard,32,40
Clay,16,78
Clay,78,59
Clay,16,5
Clay,78,4
Clay,59,10
Clay,16,77
Clay,5,58
Clay,4,50
Clay,78,69
Clay,10,150
Clay,59,36
Clay,77,65
Clay,16,56
Clay,58,62
Clay,5,67
Clay,4,47
Clay,50,72
Clay,69,86
Clay,78,37
Clay,10,374
Clay,150,51
Clay,59,223
Clay,36,91
Clay,77,28
Clay,65,207
Clay,56,127
Clay,16,87
Clay,58,31
Clay,62,415
Clay,67,63
Clay,5,38
Clay,18,48
Clay,48,14
Clay,18,2
Clay,14,1
Clay,48,96
Clay,18,13
Clay,2,35
Clay,1,65
Clay,14,8
Clay,48,5
Clay,96,56
Clay,13,49
Clay,18,3
Clay,35,16
Clay,2,28
Clay,1,40
Clay,65,24
Clay,14,45
Clay,8,42
Clay,5,50
Clay,48,21
Clay,56,37
Clay,96,12
Clay,49,6
Clay,13,61
Clay,18,26
Clay,3,33
Clay,35,11
Clay,16,36
Clay,28,44
Clay,2,22
Clay,40,72
Clay,65,102
Clay,24,23
Clay,14,51
Clay,45,70
Clay,42,41
Clay,50,74
Clay,48,71
Clay,21,84
Clay,37,17
Clay,56,58
Clay,96,46
Clay,49,38
Clay,61,554
Clay,13,52
Clay,18,90
Clay,26,120
Clay,33,79
Clay,35,32
Clay,36,31
Clay,16,54
Clay,44,20
Clay,28,55
Clay,22,39
Hard,33,68
Hard,68,7
Hard,33,16
Hard,7,38
Hard,68,25
Hard,33,56
Hard,16,140
Hard,7,84
Hard,38,20
Hard,68,14
Hard,25,59
Hard,33,40
Hard,56,53
Hard,16,26
Hard,140,211
Hard,7,36
Hard,84,72
Hard,38,39
Hard,20,52
Hard,14,32
Hard,68,58
Hard,59,31
Hard,25,351
Hard,33,21
Hard,40,61
Hard,53,55
Hard,56,12
Hard,16,35
Hard,26,45
Hard,140,86
Hard,211,11
Hard,210,44
Hard,210,90
Hard,44,79
Hard,90,128
Hard,210,35
Hard,44,25
Hard,79,72
Hard,128,17
Hard,90,83
Hard,210,31
Hard,35,150
Hard,44,80
Hard,25,111
Hard,79,58
Hard,72,21
Hard,128,132
Hard,83,73
Hard,90,32
Hard,210,86
Hard,150,311
Hard,35,124
Hard,44,63
Hard,80,84
Hard,111,78
Hard,58,96
Hard,79,142
Hard,72,195
Clay,69,70
Clay,69,116
Clay,70,27
Clay,69,60
Clay,116,103
Clay,27,75
Clay,70,101
Clay,60,3
Clay,69,50
Clay,116,22
Clay,103,62
Clay,75,139
Clay,27,90
Clay,70,41
Clay,101,66
Clay,3,104
Clay,60,142
Clay,69,68
Clay,50,94
Clay,22,63
Clay,116,
Clay,62,65
Clay,103,32
Clay,139,38
Clay,75,72
Clay,90,84
Clay,27,120
Clay,41,172
Clay,70,74
Clay,66,177
Clay,101,18
Hard,1,28
Hard,1,27
Hard,28,2
Hard,1,7
Hard,27,42
Hard,28,13
Hard,2,35
Hard,1,75
Hard,7,18
Hard,42,65
Hard,27,5
Hard,28,6
Hard,13,50
Hard,35,36
Hard,2,16
Hard,1,97
Hard,75,15
Hard,18,10
Hard,7,33
Hard,65,4
Hard,42,17
Hard,27,14
Hard,5,32
Hard,6,49
Hard,28,12
Hard,13,23
Hard,50,74
Hard,36,8
Hard,35,9
Hard,16,24
Hard,2,43
Hard,97,34
Hard,75,70
Hard,18,38
Hard,33,46
Hard,65,47
Hard,42,44
Hard,27,56
Hard,32,57
Hard,49,25
Hard,28,53
Hard,23,91
Hard,50,26
Hard,36,72
Hard,35,22
Hard,24,37
Hard,43,63
Hard,61,76
Hard,76,23
Hard,61,26
Hard,76,62
Hard,23,98
Hard,26,49
Hard,61,17
Hard,62,14
Hard,76,37
Hard,23,41
Hard,98,109
Hard,49,35
Hard,26,51
Hard,61,55
Hard,17,129
Hard,62,270
Hard,76,431
Hard,37,87
Hard,41,100
Hard,109,222
Hard,98,36
Hard,35,182
Hard,49,89
Hard,51,157
Hard,55,39
Hard,61,52
Hard,129,65
Hard,5,15
Hard,5,11
Hard,15,14
Hard,5,34
Hard,11,22
Hard,14,72
Hard,15,9
Hard,5,40
Hard,34,57
Hard,11,29
Hard,22,139
Hard,72,50
Hard,14,101
Hard,15,47
Hard,9,67
Hard,5,36
Hard,40,26
Hard,34,27
Hard,57,24
Hard,11,75
Hard,29,92
Hard,139,32
Hard,22,51
Hard,72,20
Hard,50,59
Hard,101,79
Hard,14,124
Hard,15,66
Hard,47,44
Hard,67,56
Hard,9,35
Hard,1,80
Hard,1,15
Hard,80,53
Hard,1,24
Hard,15,143
Hard,53,136
Hard,80,127
Hard,1,133
Hard,24,77
Hard,15,32
Hard,143,30
Hard,53,50
Hard,136,45
Hard,80,99
Hard,127,56
Hard,1,94
Hard,133,37
Hard,77,62
Hard,24,36
Hard,15,39
Hard,32,51
Hard,143,54
Hard,30,126
Hard,53,31
Hard,50,52
Hard,45,49
Hard,136,23
Hard,99,25
Hard,80,43
Hard,56,59
Hard,127,14
Hard,3,28
Hard,3,7
Hard,28,37
Hard,3,17
Hard,7,46
Hard,37,10
Hard,28,41
Hard,3,49
Hard,17,48
Hard,7,70
Hard,46,12
Hard,37,13
Hard,10,64
Hard,41,105
Hard,28,31
Hard,3,112
Hard,49,33
Hard,48,43
Hard,17,45
Hard,7,42
Hard,70,60
Hard,46,39
Hard,12,88
Hard,13,23
Hard,37,38
Hard,64,52
Hard,10,82
Hard,105,25
Hard,41,54
Hard,28,78
Hard,31,6
Clay,5,75
Clay,5,84
Clay,75,45
Clay,5,92
Clay,84,91
Clay,75,107
Clay,45,57
Clay,5,80
Clay,92,317
Clay,84,38
Clay,91,70
Clay,75,79
Clay,107,37
Clay,45,78
Clay,57,27
Clay,80,71
Clay,317,96
Clay,92,66
Clay,84,47
Clay,70,68
Clay,91,49
Clay,75,64
Clay,79,69
Clay,107,238
Clay,45,73
Clay,78,103
Clay,57,108
Grass,30,21
Grass,21,18
Grass,30,38
Grass,21,170
Grass,18,52
Grass,38,26
Grass,30,84
Grass,170,5
Grass,21,37
Grass,52,17
Grass,18,79
Grass,38,83
Grass,26,13
Grass,84,16
Grass,30,9
Grass,170,56
Grass,37,120
Grass,21,90
Grass,52,74
Grass,79,114
Grass,18,103
Grass,38,25
Grass,83,51
Grass,26,108
Grass,16,78
Grass,84,205
Grass,30,36
Clay,4,69
Clay,4,56
Clay,69,65
Clay,4,75
Clay,56,32
Clay,65,53
Clay,69,74
Clay,4,167
Clay,75,73
Clay,32,326
Clay,56,76
Clay,65,125
Clay,53,119
Clay,69,88
Clay,74,26
Clay,167,258
Clay,73,68
Clay,75,81
Clay,326,158
Clay,76,89
Clay,56,63
Clay,65,47
Clay,125,60
Clay,119,280
Clay,69,54
Clay,88,82
Clay,74,62
Clay,64,71
Clay,64,70
Clay,71,99
Clay,64,80
Clay,70,56
Clay,71,50
Clay,99,77
Clay,80,37
Clay,64,124
Clay,70,46
Clay,56,116
Clay,71,94
Clay,50,121
Clay,77,95
Clay,99,26
Clay,80,53
Clay,124,128
Clay,64,93
Clay,70,235
Clay,116,88
Clay,56,184
Clay,71,181
Clay,94,131
Clay,121,195
Clay,95,65
Clay,77,90
Clay,99,198
Grass,15,83
Grass,15,48
Grass,83,98
Grass,15,110
Grass,48,141
Grass,98,211
Grass,83,72
Grass,15,102
Grass,110,100
Grass,48,134
Grass,141,188
Grass,211,113
Grass,98,43
Grass,83,167
Grass,72,62
Grass,102,
Grass,110,97
Grass,100,84
Grass,134,145
Grass,141,103
Grass,188,68
Grass,113,82
Grass,211,224
Grass,98,89
Grass,83,150
Grass,167,127
Grass,72,107
Clay,85,455
Clay,455,49
Clay,85,79
Clay,49,13
Clay,455,90
Clay,79,26
Clay,85,74
Clay,13,89
Clay,49,265
Clay,90,52
Clay,455,142
Clay,79,111
Clay,26,107
Clay,74,98
Clay,85,30
Clay,89,103
Clay,265,167
Clay,49,198
Clay,90,386
Clay,142,130
Clay,455,80
Clay,79,120
Clay,111,149
Clay,107,271
Clay,74,114
Clay,98,215
Clay,85,112
Grass,113,38
Grass,113,21
Grass,38,13
Grass,21,6
Grass,113,18
Grass,13,23
Grass,38,191
Grass,6,65
Grass,21,39
Grass,113,12
Grass,18,92
Grass,23,15
Grass,13,29
Grass,191,19
Grass,38,8
Grass,6,30
Grass,65,47
Grass,39,72
Grass,21,45
Grass,12,25
Grass,113,51
Grass,92,26
Grass,18,40
Grass,15,32
Grass,23,85
Grass,29,164
Grass,13,37
Grass,19,63
Grass,191,36
Grass,38,212
Grass,8,49
Clay,47,37
Clay,47,19
Clay,37,21
Clay,47,3
Clay,19,35
Clay,21,26
Clay,37,41
Clay,3,80
Clay,47,24
Clay,19,60
Clay,35,111
Clay,26,72
Clay,21,157
Clay,37,82
Clay,41,13
Clay,80,100
Clay,47,114
Clay,24,44
Clay,60,78
Clay,111,48
Clay,35,69
Clay,26,95
Clay,72,64
Clay,157,79
Clay,82,22
Clay,37,106
Clay,41,68
Hard,63,93
Hard,93,58
Hard,63,34
Hard,93,50
Hard,58,24
Hard,63,54
Hard,34,13
Hard,50,10
Hard,93,44
Hard,24,124
Hard,58,360
Hard,54,52
Hard,63,18
Hard,34,98
Hard,13,60
Hard,50,61
Hard,93,55
Hard,44,27
Hard,124,49
Hard,58,91
Hard,360,25
Hard,54,33
Hard,52,79
Hard,63,70
Hard,98,90
Hard,34,76
Hard,60,66
Hard,152,102
Hard,256,166
Hard,85,75
Hard,291,73
Hard,832,80
Hard,93,83
Hard,72,92
Hard,91,55
Hard,654,393
Hard,62,97
Hard,120,126
Hard,78,217
Hard,234,198
Hard,63,287
Hard,101,94
Hard,64,76
Hard,152,9
Hard,46,256
Hard,85,37
Hard,19,291
Hard,832,18
Hard,93,43
Hard,72,34
Hard,23,91
Hard,654,105
Hard,32,62
Hard,41,120
Hard,11,78
Hard,20,234
Hard,26,63
Hard,42,101
Hard,3,64
Hard,46,152
Hard,85,19
Hard,832,93
Hard,72,23
Hard,32,654
Hard,11,41
Hard,20,26
Hard,3,42
Hard,46,85
Hard,72,832
Hard,32,11
Hard,3,20
Hard,72,46
Hard,3,32
Hard,3,72
Hard,47,61
Hard,50,133
Hard,17,375
Hard,151,12
Hard,23,37
Hard,48,114
Hard,25,20
Hard,21,56
Hard,18,77
Hard,11,15
Hard,57,79
Hard,46,30
Hard,92,35
Hard,27,41
Hard,34,9
Hard,13,26
Hard,102,45
Hard,55,31
Hard,44,24
Hard,28,22
Hard,10,33
Hard,16,81
Hard,32,38
Hard,29,64
Hard,2,47
Hard,50,17
Hard,151,23
Hard,48,71
Hard,3,25
Hard,18,21
Hard,11,57
Hard,6,46
Hard,7,92
Hard,27,34
Hard,13,102
Hard,55,4
Hard,5,44
Hard,10,28
Hard,32,16
Hard,29,60
Hard,2,50
Hard,151,48
Hard,3,18
Hard,11,6
Hard,7,27
Hard,13,55
Hard,10,5
Hard,29,32
Hard,2,151
Hard,11,3
Hard,7,13
Hard,10,29
Hard,2,11
Hard,10,7
Hard,10,2
Clay,90,40
Clay,37,72
Clay,45,19
Clay,47,15
Clay,42,52
Clay,59,69
Clay,24,94
Clay,43,58
Clay,50,18
Clay,12,20
Clay,22,51
Clay,44,21
Clay,96,73
Clay,28,46
Clay,14,53
Clay,29,17
Clay,95,38
Clay,32,60
Clay,78,54
Clay,65,92
Clay,35,11
Clay,16,27
Clay,30,134
Clay,41,77
Clay,3,90
Clay,45,37
Clay,47,42
Clay,9,59
Clay,24,4
Clay,43,50
Clay,22,12
Clay,10,44
Clay,8,96
Clay,28,14
Clay,95,29
Clay,6,32
Clay,7,78
Clay,35,65
Clay,16,30
Clay,1,41
Clay,3,45
Clay,9,47
Clay,43,24
Clay,22,10
Clay,8,28
Clay,95,6
Clay,7,35
Clay,1,16
Clay,3,9
Clay,43,22
Clay,8,95
Clay,7,1
Clay,3,43
Clay,7,8
Clay,3,7
Hard,47,52
Hard,54,94
Hard,63,30
Hard,208,44
Hard,175,68
Hard,33,218
Hard,38,26
Hard,66,120
Hard,76,79
Hard,58,25
Hard,50,51
Hard,128,137
Hard,47,119
Hard,63,54
Hard,208,24
Hard,175,33
Hard,38,66
Hard,21,76
Hard,50,58
Hard,3,128
Hard,47,63
Hard,208,175
Hard,21,38
Hard,3,50
Hard,47,208
Hard,21,3
Hard,21,47
Grass,156,225
Grass,90,77
Grass,38,80
Grass,54,68
Grass,67,66
Grass,42,59
Grass,36,53
Grass,62,60
Grass,91,43
Grass,79,316
Grass,236,58
Grass,94,244
Grass,18,156
Grass,90,38
Grass,26,54
Grass,67,42
Grass,62,36
Grass,31,91
Grass,79,236
Grass,94,11
Grass,90,18
Grass,67,26
Grass,31,62
Grass,94,79
Grass,67,90
Grass,94,31
Grass,67,94
Hard,5,26
Hard,61,422
Hard,28,39
Hard,34,17
Hard,8,59
Hard,55,83
Hard,58,52
Hard,16,70
Hard,22,116
Hard,45,46
Hard,68,43
Hard,13,102
Hard,71,18
Hard,36,69
Hard,24,54
Hard,4,50
Hard,61,5
Hard,34,28
Hard,55,8
Hard,16,58
Hard,45,22
Hard,13,68
Hard,36,71
Hard,4,24
Hard,34,61
Hard,16,55
Hard,13,45
Hard,4,36
Hard,34,16
Hard,4,13
Hard,34,4
Hard,50,215
Hard,72,86
Hard,107,89
Hard,172,52
Hard,76,54
Hard,37,78
Hard,46,47
Hard,51,219
Hard,105,73
Hard,217,39
Hard,57,71
Hard,49,218
Hard,21,50
Hard,107,72
Hard,26,172
Hard,76,37
Hard,46,51
Hard,34,105
Hard,217,57
Hard,49,19
Hard,21,107
Hard,26,76
Hard,46,34
Hard,49,217
Hard,26,21
Hard,49,46
Hard,26,49
Grass,76,350
Grass,61,214
Grass,37,196
Grass,52,84
Grass,181,165
Grass,44,90
Grass,53,87
Grass,97,70
Grass,69,125
Grass,110,49
Grass,176,88
Grass,72,68
Grass,30,76
Grass,37,61
Grass,34,52
Grass,181,44
Grass,97,53
Grass,69,32
Grass,110,176
Grass,72,25
Grass,30,37
Grass,181,34
Grass,69,97
Grass,72,110
Grass,30,181
Grass,72,69
Grass,30,72
Clay,103,63
Clay,19,64
Clay,16,49
Clay,10,42
Clay,73,71
Clay,43,40
Clay,57,46
Clay,52,30
Clay,15,62
Clay,11,55
Clay,48,23
Clay,65,35
Clay,41,70
Clay,74,370
Clay,18,54
Clay,14,38
Clay,28,36
Clay,24,33
Clay,21,39
Clay,140,27
Clay,53,12
Clay,29,17
Clay,44,50
Clay,31,34
Clay,3,103
Clay,19,16
Clay,10,73
Clay,6,43
Clay,5,57
Clay,52,15
Clay,11,48
Clay,65,7
Clay,41,9
Clay,18,74
Clay,28,14
Clay,24,4
Clay,21,8
Clay,53,140
Clay,29,44
Clay,2,31
Clay,3,19
Clay,10,6
Clay,5,52
Clay,11,65
Clay,18,41
Clay,24,28
Clay,21,53
Clay,2,29
Clay,3,10
Clay,5,11
Clay,18,24
Clay,2,21
Clay,3,5
Clay,2,18
Clay,2,3
Hard,81,71
Hard,77,79
Hard,102,61
Hard,64,104
Hard,176,284
Hard,76,72
Hard,49,82
Hard,80,53
Hard,73,60
Hard,90,115
Hard,407,56
Hard,65,105
Hard,47,55
Hard,169,109
Hard,96,50
Hard,44,43
Hard,107,75
Hard,45,110
Hard,46,68
Hard,93,103
Hard,211,172
Hard,108,66
Hard,88,48
Hard,52,70
Hard,89,86
Hard,84,83
Hard,63,87
Hard,374,130
Hard,85,179
Hard,54,152
Hard,69,58
Hard,175,150
Hard,3,81
Hard,77,34
Hard,102,28
Hard,17,64
Hard,176,15
Hard,23,76
Hard,49,32
Hard,80,9
Hard,4,73
Hard,90,37
Hard,25,407
Hard,16,65
Hard,47,12
Hard,27,169
Hard,33,96
Hard,6,44
Hard,11,107
Hard,36,45
Hard,46,30
Hard,14,93
Hard,18,211
Hard,20,108
Hard,35,88
Hard,5,52
Hard,8,89
Hard,41,84
Hard,63,26
Hard,13,374
Hard,19,85
Hard,54,22
Hard,39,69
Hard,175,1
Hard,3,77
Hard,17,102
Hard,23,176
Hard,80,49
Hard,90,4
Hard,25,16
Hard,27,47
Hard,6,33
Hard,36,11
Hard,46,14
Hard,20,18
Hard,5,35
Hard,8,41
Hard,63,13
Hard,19,54
Hard,39,175
Hard,17,3
Hard,23,80
Hard,25,90
Hard,6,27
Hard,36,46
Hard,5,20
Hard,8,63
Hard,19,39
Hard,17,23
Hard,6,25
Hard,5,36
Hard,19,8
Hard,17,6
Hard,5,19
Hard,17,5
Hard,65,68
Hard,126,90
Hard,93,70
Hard,42,78
Hard,109,111
Hard,47,153
Hard,59,83
Hard,141,56
Hard,85,95
Hard,169,75
Hard,97,50
Hard,102,255
Hard,110,101
Hard,53,89
Hard,117,64
Hard,77,166
Hard,76,41
Hard,94,63
Hard,57,52
Hard,66,40
Hard,48,200
Hard,49,99
Hard,74,199
Hard,39,60
Hard,71,88
Hard,44,106
Hard,91,103
Hard,73,80
Hard,100,58
Hard,134,81
Hard,231,46
Hard,67,54
Hard,3,65
Hard,37,126
Hard,93,27
Hard,42,18
Hard,109,13
Hard,47,113
Hard,33,59
Hard,8,141
Hard,85,5
Hard,38,169
Hard,97,24
Hard,102,17
Hard,110,12
Hard,21,53
Hard,32,117
Hard,10,77
Hard,9,76
Hard,94,30
Hard,57,108
Hard,14,66
Hard,16,48
Hard,49,22
Hard,74,31
Hard,39,4
Hard,6,71
Hard,34,44
Hard,26,91
Hard,15,73
Hard,100,19
Hard,23,134
Hard,28,231
Hard,1,67
Hard,37,3
Hard,93,42
Hard,47,109
Hard,8,33
Hard,38,85
Hard,102,97
Hard,21,110
Hard,32,10
Hard,9,94
Hard,14,57
Hard,49,16
Hard,74,39
Hard,34,6
Hard,26,15
Hard,100,23
Hard,1,28
Hard,37,93
Hard,8,47
Hard,38,102
Hard,21,32
Hard,9,14
Hard,49,74
Hard,26,34
Hard,1,100
Hard,8,37
Hard,38,21
Hard,49,9
Hard,1,26
Hard,8,38
Hard,1,49
Hard,8,1
Hard,5,140
Hard,51,828
Hard,18,27
Hard,60,19
Hard,6,113
Hard,45,26
Hard,39,32
Hard,9,54
Hard,8,86
Hard,24,108
Hard,29,89
Hard,123,10
Hard,87,11
Hard,59,84
Hard,199,142
Hard,38,107
Hard,5,51
Hard,60,18
Hard,6,45
Hard,9,39
Hard,8,24
Hard,29,123
Hard,59,87
Hard,38,199
Hard,5,60
Hard,9,6
Hard,8,29
Hard,59,38
Hard,9,5
Hard,8,59
Hard,9,8
Hard,127,621
Hard,42,51
Hard,52,34
Hard,36,462
Hard,167,40
Hard,30,53
Hard,28,71
Hard,138,189
Hard,37,54
Hard,84,29
Hard,55,57
Hard,45,99
Hard,25,127
Hard,42,52
Hard,36,26
Hard,167,30
Hard,28,138
Hard,27,37
Hard,84,55
Hard,45,22
Hard,42,25
Hard,167,36
Hard,27,28
Hard,84,45
Hard,167,42
Hard,84,27
Hard,84,167
Hard,455,386
Hard,120,1094
Hard,120,455
Hard,1094,1211
Clay,86,135
Clay,56,162
Clay,174,665
Hard,72,240
Hard,170,79
Hard,276,958
Clay,419,91
Clay,185,271
Clay,91,271
Clay,185,419
Hard,222,60
Hard,434,70
Hard,70,516
Hard,20,236
Hard,34,44
Hard,20,224
Clay,8,111
Clay,133,38
Clay,8,38
Clay,14,410
Clay,62,209
Clay,152,1474
Clay,12,88
Clay,18,84
Clay,230,50
Hard,9,319
Hard,14,110
Hard,54,110
Hard,231,123
Hard,73,485
Hard,606,707
Hard,231,485
Clay,3,258
Clay,92,28
Clay,3,92
Hard,22,100
Hard,41,78
Hard,22,41
Hard,120,63
Hard,7,227
Hard,7,63
Hard,521,248
Clay,21,165
Clay,114,23
Clay,21,114
Hard,369,25
Hard,33,42
Hard,25,42
Clay,11,62
Clay,20,80
Clay,11,20
Hard,54,21
Hard,19,26
Hard,55,24
Hard,101,150
Clay,12,40
Clay,7,259
Clay,7,32
Clay,4,33
Clay,1,34
Clay,1,4
Clay,33,34
Clay,18,30
Clay,6,40
Clay,61,6
Clay,18,40
Clay,47,85
Clay,48,181
Clay,47,48
Hard,5,139
Hard,14,58
Hard,5,14
Hard,463,422
Hard,502,260
Hard,867,
Hard,109,643
Hard,611,682
Hard,109,611
Hard,643,526
Hard,52,224
Hard,213,195
Hard,52,213
Hard,224,831
Clay,81,187
Clay,95,674
Clay,95,81
Clay,187,674
Hard,82,718
Hard,535,571
Hard,419,1533
Hard,1167,
Hard,,596
Hard,94,
Hard,94,
Hard,797,
Hard,226,490
Hard,472,1139
Hard,226,472
Hard,1334,1322
Hard,559,895
Hard,840,943
Hard,559,840
Hard,943,895
Clay,591,1082
Clay,698,57
Clay,591,57
Hard,453,251
